trial_index,arm_name,trial_status,generation_node,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
8730,8730_0,ABANDONED,SOBOL,1900,3,19,1095,653
8731,8731_0,ABANDONED,SOBOL,155,0,316,921,1945
8732,8732_0,ABANDONED,SOBOL,494,3,453,502,1570
8733,8733_0,ABANDONED,SOBOL,1747,0,155,1451,769
8734,8734_0,ABANDONED,SOBOL,1478,4,307,484,478
8735,8735_0,ABANDONED,SOBOL,733,1,104,1532,1184
8736,8736_0,ABANDONED,SOBOL,590,2,261,1291,172
8737,8737_0,ABANDONED,SOBOL,1339,0,90,724,1495
8738,8738_0,ABANDONED,SOBOL,1577,3,497,1691,1750
8739,8739_0,ABANDONED,SOBOL,321,2,169,262,582
8740,8740_0,ABANDONED,SOBOL,47,4,33,161,964
8741,8741_0,ABANDONED,SOBOL,1789,1,362,1854,1640
8742,8742_0,ABANDONED,SOBOL,1059,3,210,823,1114
8743,8743_0,ABANDONED,SOBOL,808,0,382,1131,282
8744,8744_0,ABANDONED,SOBOL,834,3,64,397,1920
8745,8745_0,ABANDONED,SOBOL,1081,0,266,1588,745
8746,8746_0,FAILED,SOBOL,1818,4,179,621,2
8747,8747_0,ABANDONED,SOBOL,65,1,477,1426,1334
8748,8748_0,ABANDONED,SOBOL,288,3,355,1027,1213
8749,8749_0,ABANDONED,SOBOL,1532,1,57,957,389
8750,8750_0,ABANDONED,SOBOL,1302,2,404,1989,864
8751,8751_0,ABANDONED,SOBOL,549,0,201,58,1532
8752,8752_0,ABANDONED,SOBOL,626,4,422,798,550
8753,8753_0,ABANDONED,SOBOL,1382,1,250,1249,1850
8754,8754_0,ABANDONED,SOBOL,1644,3,337,217,1404
8755,8755_0,ABANDONED,SOBOL,395,0,9,1767,198
8756,8756_0,ABANDONED,SOBOL,239,2,131,1686,319
8757,8757_0,ABANDONED,SOBOL,1988,1,459,361,1018
8758,8758_0,ABANDONED,SOBOL,1219,4,112,1328,1727
8759,8759_0,ABANDONED,SOBOL,976,2,284,656,935
8760,8760_0,ABANDONED,SOBOL,946,3,489,20,1151
8761,8761_0,ABANDONED,SOBOL,1203,1,161,1965,453
8762,8762_0,ABANDONED,SOBOL,1964,4,254,997,801
8763,8763_0,ABANDONED,SOBOL,216,2,82,1050,1594
8764,8764_0,ABANDONED,SOBOL,433,4,218,1404,1984
8765,8765_0,ABANDONED,SOBOL,1683,1,390,580,684
8766,8766_0,ABANDONED,SOBOL,1414,3,41,1612,64
8767,8767_0,ABANDONED,SOBOL,671,0,369,435,1270
8768,8768_0,ABANDONED,SOBOL,529,3,27,679,257
8769,8769_0,ABANDONED,SOBOL,1275,2,324,1368,1081
8770,8770_0,ABANDONED,SOBOL,1514,2,231,337,1664
8771,8771_0,ABANDONED,SOBOL,259,0,435,1648,997
8772,8772_0,ABANDONED,SOBOL,109,3,299,1805,613
8773,8773_0,ABANDONED,SOBOL,1853,0,96,242,1789
8774,8774_0,ABANDONED,SOBOL,1123,4,444,1209,1465
8775,8775_0,RUNNING,SOBOL,870,1,148,775,134
8776,8776_0,ABANDONED,SOBOL,770,4,329,1509,1507
8777,8777_0,ABANDONED,SOBOL,1019,1,1,444,831
8778,8778_0,ABANDONED,SOBOL,1757,3,414,1475,416
8779,8779_0,ABANDONED,SOBOL,1,0,242,540,1248
8780,8780_0,ABANDONED,SOBOL,351,2,120,883,1361
8781,8781_0,RUNNING,SOBOL,1594,0,292,1071,38
8782,8782_0,ABANDONED,SOBOL,1363,4,139,103,716
8783,8783_0,ABANDONED,SOBOL,613,1,467,1912,1884
8784,8784_0,ABANDONED,SOBOL,689,3,188,1169,901
8785,8785_0,ABANDONED,SOBOL,1443,0,484,847,1702
8786,8786_0,ABANDONED,SOBOL,1705,4,71,1814,1052
8787,8787_0,ABANDONED,SOBOL,458,1,275,139,346
8788,8788_0,ABANDONED,SOBOL,175,4,397,284,233
8789,8789_0,ABANDONED,SOBOL,1927,2,193,1731,1432
8790,8790_0,ABANDONED,SOBOL,1158,2,346,700,1814
8791,8791_0,ABANDONED,SOBOL,913,1,50,1254,521
8792,8792_0,ABANDONED,SOBOL,935,3,367,864,469
8793,8793_0,ABANDONED,SOBOL,1182,0,38,1182,1137
8794,8794_0,ABANDONED,SOBOL,1920,4,377,152,1610
8795,8795_0,ABANDONED,SOBOL,165,1,205,1832,786
8796,8796_0,ABANDONED,SOBOL,452,4,91,1745,667
8797,8797_0,ABANDONED,SOBOL,1696,2,262,302,1999
8798,8798_0,ABANDONED,SOBOL,1466,3,168,1271,1254
8799,8799_0,ABANDONED,SOBOL,714,1,496,714,79
8800,8800_0,ABANDONED,SOBOL,602,4,150,453,1066
8801,8801_0,ABANDONED,SOBOL,1359,1,448,1531,274
8802,8802_0,ABANDONED,SOBOL,1620,3,109,561,981
8803,8803_0,ABANDONED,SOBOL,372,0,311,1485,1680
8804,8804_0,ABANDONED,SOBOL,27,2,426,1092,1803
8805,8805_0,ABANDONED,SOBOL,1777,0,223,892,597
8806,8806_0,ABANDONED,SOBOL,1008,3,318,1922,149
8807,8807_0,ABANDONED,SOBOL,765,2,20,125,1449
8808,8808_0,ABANDONED,SOBOL,845,4,456,1359,815
8809,8809_0,ABANDONED,SOBOL,1100,2,128,657,1521
8810,8810_0,ABANDONED,SOBOL,1861,2,287,1626,1232
8811,8811_0,ABANDONED,SOBOL,115,0,115,327,431
8812,8812_0,RUNNING,SOBOL,269,3,244,220,54
8813,8813_0,ABANDONED,SOBOL,1521,0,415,1795,1346
8814,8814_0,ABANDONED,SOBOL,1252,4,16,765,1900
8815,8815_0,ABANDONED,SOBOL,507,1,344,1187,701
8816,8816_0,ABANDONED,SOBOL,677,2,60,1947,1717
8817,8817_0,ABANDONED,SOBOL,1425,1,358,6,885
8818,8818_0,ABANDONED,SOBOL,1663,4,198,1036,361
8819,8819_0,ABANDONED,SOBOL,407,2,401,980,1037
8820,8820_0,ABANDONED,SOBOL,195,4,273,567,1417
8821,8821_0,RUNNING,SOBOL,1937,1,71,1386,249
8822,8822_0,ABANDONED,SOBOL,1207,3,470,417,506
8823,8823_0,ABANDONED,SOBOL,956,0,173,1598,1829
8824,8824_0,ABANDONED,SOBOL,997,4,100,1228,117
8825,8825_0,ABANDONED,SOBOL,1245,1,304,788,1285
8826,8826_0,ABANDONED,SOBOL,1983,3,143,1757,1961
8827,8827_0,ABANDONED,SOBOL,227,0,439,196,638
8828,8828_0,ABANDONED,SOBOL,391,2,325,351,753
8829,8829_0,ABANDONED,SOBOL,1633,0,28,1664,1585
8830,8830_0,ABANDONED,SOBOL,1403,4,434,635,1168
8831,8831_0,ABANDONED,SOBOL,652,2,230,1318,493
8832,8832_0,ABANDONED,SOBOL,541,3,385,1574,1480
8833,8833_0,ABANDONED,SOBOL,1296,0,213,379,187
8834,8834_0,ABANDONED,SOBOL,1557,4,374,1409,567
8835,8835_0,ABANDONED,SOBOL,311,1,46,607,1766
8836,8836_0,ABANDONED,SOBOL,88,3,160,940,1655
8837,8837_0,ABANDONED,SOBOL,1841,2,488,1013,949
8838,8838_0,ABANDONED,SOBOL,1071,2,83,44,297
8839,8839_0,ABANDONED,SOBOL,827,0,255,1971,1098
8840,8840_0,ABANDONED,SOBOL,782,2,190,738,729
8841,8841_0,ABANDONED,SOBOL,1038,0,394,1309,1935
8842,8842_0,ABANDONED,SOBOL,1800,3,53,279,1317
8843,8843_0,ABANDONED,SOBOL,51,1,349,1705,17
8844,8844_0,ABANDONED,SOBOL,332,4,477,1872,405
8845,8845_0,ABANDONED,SOBOL,1582,1,181,175,1198
8846,8846_0,ABANDONED,SOBOL,1313,3,282,1144,1548
8847,8847_0,ABANDONED,SOBOL,570,0,78,840,849
8848,8848_0,ABANDONED,SOBOL,740,4,295,85,1865
8849,8849_0,ABANDONED,SOBOL,1487,2,123,1899,534
8850,8850_0,RUNNING,SOBOL,1725,2,463,930,212
8851,8851_0,ABANDONED,SOBOL,471,1,136,1116,1388
8852,8852_0,ABANDONED,SOBOL,131,3,8,1461,1003
8853,8853_0,ABANDONED,SOBOL,1876,0,336,524,335
8854,8854_0,ABANDONED,SOBOL,1146,4,235,1553,920
8855,8855_0,ABANDONED,SOBOL,893,1,408,494,1744
8856,8856_0,ABANDONED,SOBOL,901,2,12,1697,791
8857,8857_0,ABANDONED,SOBOL,1154,0,341,256,1622
8858,8858_0,ABANDONED,SOBOL,1884,3,246,1286,1132
8859,8859_0,ABANDONED,SOBOL,140,2,417,730,456
8860,8860_0,ABANDONED,SOBOL,478,4,288,817,92
8861,8861_0,ABANDONED,SOBOL,1732,1,117,1137,1259
8862,8862_0,ABANDONED,SOBOL,1494,3,455,167,1986
8863,8863_0,ABANDONED,SOBOL,747,0,127,1849,662
8864,8864_0,ABANDONED,SOBOL,578,4,473,1108,1677
8865,8865_0,ABANDONED,SOBOL,1320,2,175,907,970
8866,8866_0,ABANDONED,SOBOL,1590,3,270,1876,277
8867,8867_0,ABANDONED,SOBOL,340,1,67,77,1077
8868,8868_0,ABANDONED,SOBOL,60,3,198,470,1439
8869,8869_0,RUNNING,SOBOL,1808,0,400,1546,146
8870,8870_0,ABANDONED,SOBOL,1047,4,61,516,608
8871,8871_0,ABANDONED,SOBOL,790,1,359,1438,1806
8872,8872_0,ABANDONED,SOBOL,819,4,165,204,427
8873,8873_0,ABANDONED,SOBOL,1064,1,493,1781,1219
8874,8874_0,ABANDONED,SOBOL,1834,3,94,812,1526
8875,8875_0,ABANDONED,SOBOL,81,0,265,1236,827
8876,8876_0,ABANDONED,SOBOL,302,2,378,1342,688
8877,8877_0,ABANDONED,SOBOL,1549,1,206,642,1895
8878,8878_0,ABANDONED,SOBOL,1287,4,365,1672,1359
8879,8879_0,RUNNING,SOBOL,533,2,37,374,59
8880,8880_0,ABANDONED,SOBOL,644,3,321,615,1039
8881,8881_0,ABANDONED,SOBOL,1395,0,23,1432,372
8882,8882_0,ABANDONED,SOBOL,1625,4,423,403,882
8883,8883_0,ABANDONED,SOBOL,383,1,220,1582,1706
8884,8884_0,ABANDONED,SOBOL,220,4,108,1995,1840
8885,8885_0,ABANDONED,SOBOL,1976,1,310,52,509
8886,8886_0,RUNNING,SOBOL,1238,2,151,1021,239
8887,8887_0,ABANDONED,SOBOL,989,0,448,963,1414
8888,8888_0,ABANDONED,SOBOL,965,3,278,335,627
8889,8889_0,ABANDONED,SOBOL,1215,2,75,1650,1958
8890,8890_0,ABANDONED,SOBOL,1946,2,480,681,1295
8891,8891_0,ABANDONED,SOBOL,203,0,184,1366,120
8892,8892_0,ABANDONED,SOBOL,415,3,54,1211,490
8893,8893_0,ABANDONED,SOBOL,1671,0,351,773,1157
8894,8894_0,ABANDONED,SOBOL,1433,4,189,1803,1588
8895,8895_0,ABANDONED,SOBOL,684,1,393,244,764
8896,8896_0,ABANDONED,SOBOL,514,3,238,988,1779
8897,8897_0,ABANDONED,SOBOL,1259,1,410,1059,572
8898,8898_0,ABANDONED,SOBOL,1528,4,5,30,175
8899,8899_0,ABANDONED,SOBOL,276,2,333,1955,1475
8900,8900_0,ABANDONED,SOBOL,123,4,463,1622,1103
8901,8901_0,ABANDONED,SOBOL,1869,1,135,425,310
8902,8902_0,ABANDONED,SOBOL,1108,3,296,1394,944
8903,8903_0,ABANDONED,SOBOL,854,0,124,590,1643
8904,8904_0,ABANDONED,SOBOL,758,3,431,1824,28
8905,8905_0,ABANDONED,SOBOL,1001,0,227,129,1320
8906,8906_0,ABANDONED,SOBOL,1770,4,328,1159,1925
8907,8907_0,ABANDONED,SOBOL,20,1,32,857,726
8908,8908_0,ABANDONED,SOBOL,364,4,144,690,852
8909,8909_0,ABANDONED,SOBOL,1612,2,440,1263,1559
8910,8910_0,ABANDONED,SOBOL,1351,2,99,294,1195
8911,8911_0,ABANDONED,SOBOL,594,1,303,1722,394
8912,8912_0,ABANDONED,SOBOL,705,4,86,1477,1375
8913,8913_0,ABANDONED,SOBOL,1458,1,258,538,207
8914,8914_0,ABANDONED,SOBOL,1688,3,158,1507,546
8915,8915_0,ABANDONED,SOBOL,444,0,485,446,1870
8916,8916_0,ABANDONED,SOBOL,158,2,373,102,1739
8917,8917_0,ABANDONED,SOBOL,1912,0,45,1914,907
8918,8918_0,ABANDONED,SOBOL,1174,3,386,885,340
8919,8919_0,ABANDONED,SOBOL,928,1,214,1069,1015
8920,8920_0,ABANDONED,SOBOL,920,4,405,548,1942
8921,8921_0,ABANDONED,SOBOL,1165,1,202,1499,642
8922,8922_0,FAILED,SOBOL,1934,3,354,467,104
8923,8923_0,ABANDONED,SOBOL,182,0,56,1517,1311
8924,8924_0,ABANDONED,SOBOL,467,2,177,1936,1174
8925,8925_0,ABANDONED,SOBOL,1713,0,474,111,475
8926,8926_0,ABANDONED,SOBOL,1452,3,67,1078,780
8927,8927_0,ABANDONED,SOBOL,697,2,269,906,1573
8928,8928_0,ABANDONED,SOBOL,621,3,112,147,587
8929,8929_0,ABANDONED,SOBOL,1372,0,283,1838,1762
8930,8930_0,ABANDONED,SOBOL,1602,4,132,870,1490
8931,8931_0,ABANDONED,SOBOL,359,1,460,1176,159
8932,8932_0,ABANDONED,SOBOL,9,4,340,1277,295
8933,8933_0,ABANDONED,SOBOL,1764,2,11,708,1119
8934,8934_0,ABANDONED,SOBOL,1027,2,419,1739,1627
8935,8935_0,ABANDONED,SOBOL,778,0,247,308,960
8936,8936_0,ABANDONED,SOBOL,862,2,307,1042,1337
8937,8937_0,FAILED,SOBOL,1115,1,105,974,13
8938,8938_0,ABANDONED,SOBOL,1844,4,451,1941,742
8939,8939_0,ABANDONED,SOBOL,100,2,154,12,1909
8940,8940_0,ABANDONED,SOBOL,252,4,17,411,1543
8941,8941_0,ABANDONED,SOBOL,1506,1,314,1604,867
8942,8942_0,ABANDONED,SOBOL,1268,3,227,573,379
8943,8943_0,ABANDONED,SOBOL,522,0,430,1380,1210
8944,8944_0,ABANDONED,SOBOL,664,3,209,1640,193
8945,8945_0,ABANDONED,SOBOL,1407,1,380,313,1391
8946,8946_0,ABANDONED,SOBOL,1676,2,34,1345,1855
8947,8947_0,ABANDONED,SOBOL,426,0,362,671,562
8948,8948_0,ABANDONED,SOBOL,208,3,500,752,922
8949,8949_0,ABANDONED,SOBOL,1956,0,172,1201,1722
8950,8950_0,ABANDONED,SOBOL,1195,4,259,234,1031
8951,8951_0,ABANDONED,SOBOL,938,1,87,1782,324
8952,8952_0,ABANDONED,SOBOL,984,3,140,1419,1607
8953,8953_0,ABANDONED,SOBOL,1227,0,468,597,806
8954,8954_0,ABANDONED,SOBOL,1996,4,119,1564,440
8955,8955_0,ABANDONED,SOBOL,246,1,291,389,1147
8956,8956_0,ABANDONED,SOBOL,403,3,411,34,1275
8957,8957_0,ABANDONED,SOBOL,1652,2,239,1981,76
8958,8958_0,ABANDONED,SOBOL,1390,2,332,949,679
8959,8959_0,ABANDONED,SOBOL,634,0,4,1004,1971
8960,8960_0,ABANDONED,SOBOL,558,4,346,1759,986
8961,8961_0,ABANDONED,SOBOL,1310,1,49,194,1661
8962,8962_0,ABANDONED,SOBOL,1541,3,398,1226,1092
8963,8963_0,ABANDONED,SOBOL,296,0,194,790,260
8964,8964_0,ABANDONED,SOBOL,72,3,74,633,131
8965,8965_0,ABANDONED,SOBOL,1826,1,278,1320,1455
8966,8966_0,ABANDONED,SOBOL,1088,4,185,353,1792
8967,8967_0,ABANDONED,SOBOL,841,2,481,1662,624
8968,8968_0,ABANDONED,SOBOL,800,4,42,928,1235
8969,8969_0,ABANDONED,SOBOL,1051,2,370,1118,411
8970,8970_0,ABANDONED,SOBOL,1781,2,216,87,844
8971,8971_0,ABANDONED,SOBOL,39,1,389,1898,1511
8972,8972_0,ABANDONED,SOBOL,314,3,251,1555,1879
8973,8973_0,ABANDONED,SOBOL,1570,0,79,492,704
8974,8974_0,ABANDONED,SOBOL,1331,4,492,1459,43
8975,8975_0,ABANDONED,SOBOL,583,1,164,526,1374
8976,8976_0,ABANDONED,SOBOL,726,2,443,269,356
8977,8977_0,ABANDONED,SOBOL,1470,0,147,1715,1055
8978,8978_0,ABANDONED,SOBOL,1740,4,300,747,1691
8979,8979_0,ABANDONED,SOBOL,487,2,96,1299,898
8980,8980_0,ABANDONED,SOBOL,146,4,234,1154,524
8981,8981_0,ABANDONED,SOBOL,1892,1,438,830,1824
8982,8982_0,ABANDONED,SOBOL,1131,3,25,1862,1429
8983,8983_0,ABANDONED,SOBOL,876,0,321,185,222
8984,8984_0,ABANDONED,SOBOL,879,4,56,305,301
8985,8985_0,ABANDONED,SOBOL,1129,1,352,1742,1094
8986,8986_0,ABANDONED,SOBOL,1891,3,203,712,1651
8987,8987_0,ABANDONED,SOBOL,149,0,407,1272,953
8988,8988_0,ABANDONED,SOBOL,485,2,269,1181,564
8989,8989_0,ABANDONED,SOBOL,1741,0,65,866,1770
8990,8990_0,ABANDONED,SOBOL,1472,4,474,1835,1484
8991,8991_0,ABANDONED,SOBOL,723,2,178,150,184
8992,8992_0,ABANDONED,SOBOL,584,3,461,893,1164
8993,8993_0,ABANDONED,SOBOL,1329,0,133,1091,497
8994,8994_0,ABANDONED,SOBOL,1567,4,283,122,757
8995,8995_0,ABANDONED,SOBOL,315,1,110,1925,1581
8996,8996_0,ABANDONED,SOBOL,37,4,248,1528,1965
8997,8997_0,ABANDONED,SOBOL,1784,2,420,457,634
8998,8998_0,ABANDONED,SOBOL,1053,2,11,1486,113
8999,8999_0,ABANDONED,SOBOL,799,1,339,561,1289
9000,9000_0,ABANDONED,SOBOL,844,3,153,1794,916
9001,9001_0,ABANDONED,SOBOL,1086,1,450,222,1748
9002,9002_0,ABANDONED,SOBOL,1825,4,105,1191,1007
9003,9003_0,ABANDONED,SOBOL,74,2,309,763,331
9004,9004_0,ABANDONED,SOBOL,294,4,429,660,216
9005,9005_0,ABANDONED,SOBOL,1542,1,226,1355,1384
9006,9006_0,ABANDONED,SOBOL,1312,3,314,326,1861
9007,9007_0,ABANDONED,SOBOL,555,0,18,1627,538
9008,9008_0,ABANDONED,SOBOL,635,3,363,1383,1552
9009,9009_0,ABANDONED,SOBOL,1388,2,35,570,846
9010,9010_0,ABANDONED,SOBOL,1649,2,380,1600,401
9011,9011_0,ABANDONED,SOBOL,405,0,208,416,1202
9012,9012_0,ABANDONED,SOBOL,244,3,88,7,1314
9013,9013_0,RUNNING,SOBOL,1998,0,260,1946,21
9014,9014_0,ABANDONED,SOBOL,1229,4,171,977,733
9015,9015_0,ABANDONED,SOBOL,982,1,499,1039,1932
9016,9016_0,ABANDONED,SOBOL,940,3,290,1668,153
9017,9017_0,ABANDONED,SOBOL,1193,0,118,348,1445
9018,9018_0,ABANDONED,SOBOL,1955,4,469,1317,1800
9019,9019_0,ABANDONED,SOBOL,210,1,140,636,601
9020,9020_0,ABANDONED,SOBOL,424,3,3,787,977
9021,9021_0,ABANDONED,SOBOL,1677,1,331,1229,1684
9022,9022_0,ABANDONED,SOBOL,1408,2,240,199,1070
9023,9023_0,ABANDONED,SOBOL,661,0,412,1754,270
9024,9024_0,ABANDONED,SOBOL,523,4,196,1015,1250
9025,9025_0,RUNNING,SOBOL,1266,1,398,939,83
9026,9026_0,ABANDONED,SOBOL,1504,3,48,1969,671
9027,9027_0,ABANDONED,SOBOL,254,0,345,47,1995
9028,9028_0,ABANDONED,SOBOL,99,2,483,376,1614
9029,9029_0,ABANDONED,SOBOL,1847,1,185,1577,782
9030,9030_0,ABANDONED,SOBOL,1117,4,276,608,465
9031,9031_0,ABANDONED,SOBOL,860,2,73,1408,1140
9032,9032_0,ABANDONED,SOBOL,780,4,387,174,502
9033,9033_0,ABANDONED,SOBOL,1025,2,216,1873,1833
9034,9034_0,ABANDONED,SOBOL,1763,3,371,843,1420
9035,9035_0,ABANDONED,SOBOL,11,0,43,1141,245
9036,9036_0,ABANDONED,SOBOL,357,3,163,1312,365
9037,9037_0,ABANDONED,SOBOL,1603,0,492,735,1032
9038,9038_0,ABANDONED,SOBOL,1373,4,80,1704,1713
9039,9039_0,ABANDONED,SOBOL,618,1,252,281,889
9040,9040_0,ABANDONED,SOBOL,699,2,98,520,1903
9041,9041_0,ABANDONED,SOBOL,1449,0,300,1464,697
9042,9042_0,FAILED,SOBOL,1711,3,145,495,50
9043,9043_0,ABANDONED,SOBOL,468,2,442,1552,1350
9044,9044_0,ABANDONED,SOBOL,181,4,323,1901,1228
9045,9045_0,ABANDONED,SOBOL,1937,1,25,84,435
9046,9046_0,ABANDONED,SOBOL,1168,3,436,1113,819
9047,9047_0,ABANDONED,SOBOL,919,0,234,934,1517
9048,9048_0,ABANDONED,SOBOL,929,2,417,1450,1461
9049,9049_0,ABANDONED,SOBOL,1172,0,245,503,138
9050,9050_0,ABANDONED,SOBOL,1910,3,341,1534,617
9051,9051_0,ABANDONED,SOBOL,160,1,14,481,1785
9052,9052_0,ABANDONED,SOBOL,442,4,126,66,1668
9053,9053_0,ABANDONED,SOBOL,1691,1,454,1887,993
9054,9054_0,ABANDONED,SOBOL,1460,3,117,920,253
9055,9055_0,ABANDONED,SOBOL,704,0,289,1096,1085
9056,9056_0,ABANDONED,SOBOL,597,4,68,1851,67
9057,9057_0,ABANDONED,SOBOL,1349,2,272,164,1266
9058,9058_0,ABANDONED,SOBOL,1611,2,175,1131,1980
9059,9059_0,ABANDONED,SOBOL,366,1,471,822,688
9060,9060_0,ABANDONED,SOBOL,17,3,359,725,797
9061,9061_0,ABANDONED,SOBOL,1771,0,63,1291,1598
9062,9062_0,ABANDONED,SOBOL,1002,4,400,259,1155
9063,9063_0,ABANDONED,SOBOL,755,1,196,1694,449
9064,9064_0,ABANDONED,SOBOL,855,4,265,960,1817
9065,9065_0,ABANDONED,SOBOL,1106,1,93,1024,517
9066,9066_0,ABANDONED,SOBOL,1867,3,494,57,229
9067,9067_0,ABANDONED,SOBOL,125,0,166,1990,1435
9068,9068_0,ABANDONED,SOBOL,274,3,36,1587,1048
9069,9069_0,ABANDONED,SOBOL,1531,0,364,397,349
9070,9070_0,ABANDONED,SOBOL,1261,4,207,1429,905
9071,9071_0,ABANDONED,SOBOL,513,2,379,618,1698
9072,9072_0,ABANDONED,SOBOL,687,3,220,362,712
9073,9073_0,ABANDONED,SOBOL,1431,0,424,1685,1888
9074,9074_0,ABANDONED,SOBOL,1669,4,23,653,1365
9075,9075_0,ABANDONED,SOBOL,417,1,319,1331,34
9076,9076_0,ABANDONED,SOBOL,201,3,449,1246,420
9077,9077_0,ABANDONED,SOBOL,1947,2,152,800,1244
9078,9078_0,ABANDONED,SOBOL,1217,2,310,1768,1503
9079,9079_0,ABANDONED,SOBOL,962,0,106,216,835
9080,9080_0,ABANDONED,SOBOL,990,4,182,580,1110
9081,9081_0,ABANDONED,SOBOL,1236,1,480,1405,286
9082,9082_0,ABANDONED,SOBOL,1973,2,76,438,968
9083,9083_0,ABANDONED,SOBOL,221,0,279,1610,1636
9084,9084_0,ABANDONED,SOBOL,381,3,392,1967,1754
9085,9085_0,ABANDONED,SOBOL,1628,0,189,17,579
9086,9086_0,FAILED,SOBOL,1397,4,352,1048,168
9087,9087_0,ABANDONED,SOBOL,643,1,55,998,1499
9088,9088_0,ABANDONED,SOBOL,535,2,334,239,482
9089,9089_0,ABANDONED,SOBOL,1286,1,5,1808,1181
9090,9090_0,ABANDONED,SOBOL,1548,4,409,776,1566
9091,9091_0,ABANDONED,SOBOL,305,2,237,1208,773
9092,9092_0,ABANDONED,SOBOL,79,4,125,1369,649
9093,9093_0,ABANDONED,SOBOL,1835,1,297,678,1949
9094,9094_0,ABANDONED,SOBOL,1066,3,134,1645,1304
9095,9095_0,ABANDONED,SOBOL,817,0,462,339,98
9096,9096_0,ABANDONED,SOBOL,791,3,30,1073,1731
9097,9097_0,ABANDONED,SOBOL,1044,0,327,880,931
9098,9098_0,ABANDONED,SOBOL,1805,4,229,1911,315
9099,9099_0,ABANDONED,SOBOL,61,1,432,104,1022
9100,9100_0,ABANDONED,SOBOL,338,4,301,443,1400
9101,9101_0,RUNNING,SOBOL,1592,2,99,1510,202
9102,9102_0,ABANDONED,SOBOL,1323,3,442,543,554
9103,9103_0,ABANDONED,SOBOL,576,1,144,1473,1846
9104,9104_0,ABANDONED,SOBOL,750,4,487,1732,861
9105,9105_0,ABANDONED,SOBOL,1493,1,158,283,1536
9106,9106_0,ABANDONED,SOBOL,1731,3,257,1251,1217
9107,9107_0,ABANDONED,SOBOL,480,0,85,702,386
9108,9108_0,ABANDONED,SOBOL,138,2,215,844,6
9109,9109_0,ABANDONED,SOBOL,1885,0,386,1172,1330
9110,9110_0,ABANDONED,SOBOL,1155,3,44,140,1916
9111,9111_0,ABANDONED,SOBOL,899,2,372,1814,749
9112,9112_0,ABANDONED,SOBOL,891,3,204,112,1795
9113,9113_0,ABANDONED,SOBOL,1148,0,376,1935,620
9114,9114_0,RUNNING,SOBOL,1878,4,39,903,127
9115,9115_0,ABANDONED,SOBOL,130,1,367,1081,1458
9116,9116_0,ABANDONED,SOBOL,472,4,495,1496,1088
9117,9117_0,ABANDONED,SOBOL,1723,2,167,551,264
9118,9118_0,ABANDONED,SOBOL,1484,2,264,1518,990
9119,9119_0,ABANDONED,SOBOL,742,1,92,467,1657
9120,9120_0,ABANDONED,SOBOL,568,4,313,710,675
9121,9121_0,ABANDONED,SOBOL,1314,1,109,1274,1975
9122,9122_0,ABANDONED,SOBOL,1584,3,446,307,1279
9123,9123_0,ABANDONED,SOBOL,330,0,150,1740,72
9124,9124_0,ABANDONED,SOBOL,54,2,22,1837,444
9125,9125_0,ABANDONED,SOBOL,1798,0,318,148,1143
9126,9126_0,ABANDONED,SOBOL,1037,3,221,1179,1603
9127,9127_0,ABANDONED,SOBOL,784,1,425,868,810
9128,9128_0,ABANDONED,SOBOL,825,3,114,1602,1425
9129,9129_0,ABANDONED,SOBOL,1074,2,286,414,226
9130,9130_0,ABANDONED,SOBOL,1843,2,129,1381,528
9131,9131_0,ABANDONED,SOBOL,87,0,457,572,1820
9132,9132_0,ABANDONED,SOBOL,312,3,343,975,1695
9133,9133_0,ABANDONED,SOBOL,1555,0,15,1041,894
9134,9134_0,ABANDONED,SOBOL,1293,4,417,9,352
9135,9135_0,ABANDONED,SOBOL,543,1,244,1944,1059
9136,9136_0,ABANDONED,SOBOL,650,2,402,1201,46
9137,9137_0,ABANDONED,SOBOL,1404,0,199,753,1370
9138,9138_0,ABANDONED,SOBOL,1635,4,356,1785,1875
9139,9139_0,ABANDONED,SOBOL,388,2,60,231,707
9140,9140_0,ABANDONED,SOBOL,230,4,174,316,840
9141,9141_0,ABANDONED,SOBOL,1982,1,471,1637,1515
9142,9142_0,ABANDONED,SOBOL,1244,3,69,670,1239
9143,9143_0,ABANDONED,SOBOL,999,0,273,1346,407
9144,9144_0,ABANDONED,SOBOL,955,4,439,1982,1631
9145,9145_0,ABANDONED,SOBOL,1210,1,141,34,956
9146,9146_0,ABANDONED,SOBOL,1939,3,304,1001,291
9147,9147_0,ABANDONED,SOBOL,194,0,102,952,1123
9148,9148_0,ABANDONED,SOBOL,409,2,230,594,1487
9149,9149_0,RUNNING,SOBOL,1661,1,432,1421,163
9150,9150_0,ABANDONED,SOBOL,1423,4,29,390,591
9151,9151_0,ABANDONED,SOBOL,678,2,326,1563,1759
9152,9152_0,ABANDONED,SOBOL,505,3,47,1323,776
9153,9153_0,ABANDONED,SOBOL,1253,0,375,630,1577
9154,9154_0,ABANDONED,SOBOL,1523,4,212,1662,1178
9155,9155_0,ABANDONED,SOBOL,266,1,384,354,471
9156,9156_0,ABANDONED,SOBOL,118,4,256,193,108
9157,9157_0,ABANDONED,SOBOL,1860,2,84,1760,1307
9158,9158_0,ABANDONED,SOBOL,1098,2,487,793,1938
