start_time,end_time,run_time,program_string,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets,ACCURACY,RUNTIME,exit_code,signal,hostname,OO_Info_SLURM_JOB_ID,OO_Info_runtime,OO_Info_peak_memory,OO_Info_mean_memory,OO_Info_lpd,REQLABELS
1745544425,1745545827,1402,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 1 batch_size 5000 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.999 subsets 100,1,1,5000,str\(\'KL\'\),3,str\(\'stdev\'\),0.999,100,0.03,1387.0,0,,i7182,4711396,1387.0,529.69921875,498.0127160904256,-1.0,0.1690862533777797
1745545895,1745546428,533,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 42 feature_id 3 batch_size 2106 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.3540693787319645 subsets 4,42,3,2106,str\(\'H\'\),2,str\(\'stdev\'\),0.3540693787319645,4,0.07,519.0,0,,i7180,4712091,519.0,569.98828125,520.1725983796297,-1.0,0.4321109674754701
1745547056,1745547715,659,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4313 feature_id 3 batch_size 1273 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 66,4313,3,1273,str\(\'KL\'\),3,str\(\'tstat\'\),0.999,66,0.08,641.0,0,,i7181,4712686,641.0,534.328125,501.7374650186568,-1.0,0.247636963246961
1745547995,1745548552,557,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3847 feature_id 3 batch_size 4007 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 23,3847,3,4007,str\(\'KL\'\),1,str\(\'stdev\'\),0.001,23,0.08,543.0,0,,i7182,4713132,543.0,555.80078125,511.5755893640351,-1.0,0.3694809683276648
1745548776,1745549386,610,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1330 feature_id 3 batch_size 4852 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.7595566259952274 subsets 7,1330,3,4852,str\(\'KL\'\),1,str\(\'stdev\'\),0.7595566259952274,7,0.09,597.0,0,,i7183,4713479,597.0,556.6796875,511.556136592742,-1.0,0.4322732902787127
1745549639,1745550304,665,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 620 feature_id 3 batch_size 957 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 69,620,3,957,str\(\'KL\'\),3,str\(\'tstat\'\),0.999,69,0.08,648.0,0,,i7185,4713865,648.0,519.9609375,495.5978894589553,-1.0,0.2433705789017329
1745551136,1745551780,644,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1765 feature_id 3 batch_size 955 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 91,1765,3,955,str\(\'H\'\),3,str\(\'tstat\'\),0.999,91,0.08,629.0,0,,i7181,4714563,629.0,527.59765625,497.7331129807693,-1.0,0.2475986370295287
1745551857,1745552586,729,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3540 feature_id 3 batch_size 3593 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 3,3540,3,3593,str\(\'KL\'\),1,str\(\'tstat\'\),0.999,3,0.09,715.0,0,,i7185,4714891,715.0,654.640625,558.4839527027027,-1.0,0.9241596300482956
1745552797,1745553481,684,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4665 feature_id 3 batch_size 1025 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 34,4665,3,1025,str\(\'KL\'\),1,str\(\'tstat\'\),0.999,34,0.09,672.0,0,,i7186,4715325,672.0,559.3125,511.7977678571429,-1.0,0.3780773134493911
1745553637,1745554211,574,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4539 feature_id 3 batch_size 4862 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.999 subsets 7,4539,3,4862,str\(\'H\'\),2,str\(\'tstat\'\),0.999,7,0.09,558.0,0,,i7186,4715722,558.0,566.4140625,516.0336072198276,-1.0,0.3639150997631439
1745554619,1745555290,671,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2526 feature_id 3 batch_size 5000 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'stdev\'\) significance 0.999 subsets 1,2526,3,5000,str\(\'H\'\),2,str\(\'stdev\'\),0.999,1,0.09,657.0,0,,i7185,4716205,657.0,563.90234375,519.3876378676471,-1.0,0.4995939675435555
1745555698,1745556452,754,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 1020 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 1,5000,3,1020,str\(\'KL\'\),1,str\(\'tstat\'\),0.999,1,0.1,737.0,0,,i7185,4716741,737.0,654.4765625,564.836091694079,-1.0,0.9989530179190848
1745556547,1745557224,677,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4437 feature_id 3 batch_size 4235 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.999 subsets 5,4437,3,4235,str\(\'H\'\),2,str\(\'tstat\'\),0.999,5,0.09,664.0,0,,i7178,4717128,664.0,554.671875,504.9977921195652,-1.0,0.4306563747997455
1745557519,1745558152,633,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 2294 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 32,1,3,2294,str\(\'KL\'\),1,str\(\'stdev\'\),0.001,32,0.09,619.0,0,,i7182,4717565,619.0,537.08203125,492.2989501953125,-1.0,0.3766389530539908
1745558438,1745559038,600,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 889 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 47,1,3,889,str\(\'KL\'\),3,str\(\'tstat\'\),0.999,47,0.09,581.0,0,,i7182,4717975,581.0,521.50390625,495.7288678278688,-1.0,0.2513311597107588
1745559359,1745559925,566,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 5000 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.999 subsets 8,1,3,5000,str\(\'H\'\),2,str\(\'tstat\'\),0.999,8,0.09,554.0,0,,i7186,4718371,554.0,546.75,502.9596578663793,-1.0,0.3291545732420778
1745560261,1745560818,557,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2265 feature_id 3 batch_size 3906 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.999 subsets 1,2265,3,3906,str\(\'H\'\),2,str\(\'tstat\'\),0.999,1,0.09,540.0,0,,i7178,4718796,540.0,566.71484375,513.7682756696429,-1.0,0.4992801434572863
1745561259,1745561854,595,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1366 feature_id 3 batch_size 4254 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.999 subsets 7,1366,3,4254,str\(\'H\'\),2,str\(\'tstat\'\),0.999,7,0.09,577.0,0,,i7182,4719223,577.0,546.3515625,504.88092447916665,-1.0,0.3471787169554735
1745562120,1745562847,727,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4040 feature_id 3 batch_size 5000 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 57,4040,3,5000,str\(\'H\'\),3,str\(\'tstat\'\),0.999,57,0.08,708.0,0,,i7185,4719591,708.0,545.84375,508.53451412671234,-1.0,0.2457386882423732
1745563118,1745563679,561,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 331 feature_id 3 batch_size 1814 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 32,331,3,1814,str\(\'KL\'\),1,str\(\'stdev\'\),0.001,32,0.09,551.0,0,,i7183,4720047,551.0,550.41796875,509.6034482758621,-1.0,0.3818882921521884
1745564080,1745564607,527,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 897 feature_id 3 batch_size 5000 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 16,897,3,5000,str\(\'H\'\),3,str\(\'tstat\'\),0.999,16,0.08,514.0,0,,i7181,4720507,514.0,544.921875,504.5818865740741,-1.0,0.2457386882423732
1745565040,1745565670,630,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 4162 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 1,5000,3,4162,str\(\'H\'\),1,str\(\'stdev\'\),0.001,1,0.09,614.0,0,,i7182,4720996,614.0,637.25,555.2206420898438,-1.0,0.997466862476063
1745566120,1745566771,651,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2350 feature_id 3 batch_size 1674 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 1,2350,3,1674,str\(\'H\'\),1,str\(\'tstat\'\),0.999,1,0.1,637.0,0,,i7186,4721500,637.0,663.02734375,565.0559303977273,-1.0,0.9984552279891408
1745567380,1745568153,773,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2413 feature_id 3 batch_size 4519 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.999 subsets 56,2413,3,4519,str\(\'H\'\),2,str\(\'tstat\'\),0.999,56,0.08,759.0,0,,i7185,4722065,759.0,528.62109375,498.8491586538461,-1.0,0.2282114326655704
1745568361,1745569089,728,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 116 feature_id 3 batch_size 4983 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 12,116,3,4983,str\(\'H\'\),1,str\(\'tstat\'\),0.999,12,0.08,710.0,0,,i7176,4722504,710.0,564.20703125,518.250053510274,-1.0,0.3990322855546683
1745569520,1745570158,638,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2352 feature_id 3 batch_size 5000 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.001 subsets 83,2352,3,5000,str\(\'H\'\),3,str\(\'tstat\'\),0.001,83,0.08,625.0,0,,i7185,4723013,625.0,525.20703125,495.65294471153845,-1.0,0.1713407367561501
1745571242,1745572332,1090,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4740 feature_id 3 batch_size 5000 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.001 subsets 74,4740,3,5000,str\(\'H\'\),2,str\(\'tstat\'\),0.001,74,0.08,1071.0,0,,i7186,4723787,1071.0,522.9921875,494.45925315366975,-1.0,0.1713407367561501
1745572087,1745572883,796,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 617 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'stdev\'\) significance 0.001 subsets 1,1,3,617,str\(\'H\'\),3,str\(\'stdev\'\),0.001,1,0.08,778.0,0,,i7186,4724137,778.0,539.16015625,503.249072265625,-1.0,0.2634584766996888
1745572981,1745573524,543,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3016 feature_id 3 batch_size 2044 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 24,3016,3,2044,str\(\'KL\'\),1,str\(\'stdev\'\),0.001,24,0.09,532.0,0,,i7181,4724526,532.0,562.4921875,515.3302176339286,-1.0,0.3686734123815325
1745574001,1745574634,633,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2497 feature_id 3 batch_size 2539 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.999 subsets 4,2497,3,2539,str\(\'H\'\),1,str\(\'stdev\'\),0.999,4,0.09,617.0,0,,i7181,4724982,617.0,641.0078125,545.7071533203125,-1.0,0.712325666436559
1745574662,1745575546,884,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3549 feature_id 3 batch_size 1644 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 46,3549,3,1644,str\(\'KL\'\),1,str\(\'tstat\'\),0.999,46,0.09,870.0,0,,i7180,4725311,870.0,562.98046875,513.607970505618,-1.0,0.378049808752175
1745575741,1745576333,592,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4664 feature_id 3 batch_size 483 divergence str\(\'KL\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 37,4664,3,483,str\(\'KL\'\),3,str\(\'tstat\'\),0.999,37,0.09,576.0,0,,i7180,4725797,576.0,533.41796875,500.8483072916667,-1.0,0.2595974484658917
1745576582,1745577289,707,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2346 feature_id 3 batch_size 448 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 24,2346,3,448,str\(\'H\'\),1,str\(\'stdev\'\),0.001,24,0.09,690.0,0,,i7178,4726166,690.0,555.9453125,509.28669674295776,-1.0,0.3740138326082163
1745577301,1745577939,638,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 3475 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 1,1,3,3475,str\(\'H\'\),1,str\(\'stdev\'\),0.001,1,0.1,620.0,0,,i7181,4726472,620.0,658.37109375,561.3285522460938,-1.0,0.998759132348545
1745578122,1745578747,625,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2541 feature_id 3 batch_size 4415 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 1,2541,3,4415,str\(\'KL\'\),1,str\(\'stdev\'\),0.001,1,0.09,613.0,0,,i7181,4726838,613.0,658.28125,567.18994140625,-1.0,0.9984344867420596
1745578903,1745579536,633,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3090 feature_id 3 batch_size 2555 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 1,3090,3,2555,str\(\'KL\'\),1,str\(\'stdev\'\),0.001,1,0.1,623.0,0,,i7182,4727198,623.0,662.19140625,564.5736778846153,-1.0,0.99907025105476
1745579542,1745580241,699,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2165 feature_id 3 batch_size 4012 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 1,2165,3,4012,str\(\'H\'\),1,str\(\'tstat\'\),0.999,1,0.1,688.0,0,,i7176,4727489,688.0,636.22265625,551.0902288732394,-1.0,0.9976652570133596
1745580303,1745580942,639,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 2664 feature_id 3 batch_size 3012 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 4,2664,3,3012,str\(\'KL\'\),1,str\(\'stdev\'\),0.001,4,0.1,628.0,0,,i7186,4727820,628.0,637.0546875,547.5872596153846,-1.0,0.7637094006997015
1745581023,1745581881,858,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 5000 feature_id 3 batch_size 2078 divergence str\(\'H\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.999 subsets 1,5000,3,2078,str\(\'H\'\),1,str\(\'tstat\'\),0.999,1,0.1,841.0,0,,i7186,4728140,841.0,655.01953125,566.3024874281609,-1.0,0.9988384901634636
1745581743,1745582506,763,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1 feature_id 3 batch_size 260 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.999 subsets 28,1,3,260,str\(\'KL\'\),2,str\(\'tstat\'\),0.999,28,0.09,749.0,0,,i7186,4728438,749.0,530.54296875,499.97387378246754,-1.0,0.2690865690054527
1745582402,1745583199,797,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 226 feature_id 3 batch_size 1931 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'stdev\'\) significance 0.001 subsets 55,226,3,1931,str\(\'KL\'\),1,str\(\'stdev\'\),0.001,55,0.08,783.0,0,,i7182,4728729,783.0,551.6953125,506.26089891975306,-1.0,0.3769744201806923
1745583265,1745584036,771,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1922 feature_id 3 batch_size 1658 divergence str\(\'KL\'\) detect_batch 1 statistic str\(\'tstat\'\) significance 0.6310209025050669 subsets 1,1922,3,1658,str\(\'KL\'\),1,str\(\'tstat\'\),0.6310209025050669,1,0.1,756.0,0,,i7185,4729109,756.0,656.46484375,565.6182892628206,-1.0,0.99862205975914
1745584063,1745584729,666,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 4353 feature_id 3 batch_size 1429 divergence str\(\'H\'\) detect_batch 3 statistic str\(\'tstat\'\) significance 0.999 subsets 41,4353,3,1429,str\(\'H\'\),3,str\(\'tstat\'\),0.999,41,0.08,654.0,0,,i7185,4729467,654.0,530.98046875,500.6556755514706,-1.0,0.246521895768019
1745585059,1745585761,702,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 1942 feature_id 3 batch_size 829 divergence str\(\'KL\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.999 subsets 1,1942,3,829,str\(\'KL\'\),2,str\(\'tstat\'\),0.999,1,0.09,689.0,0,,i7180,4729911,689.0,568.984375,520.3352222711268,-1.0,0.4996079453405014
1745586084,1745586648,564,module load GCCcore/10.3.0 Python && source /data/horse/ws/s4122485-compPerfDD/benchmark/venv/bin/activate && python /data/horse/ws/s4122485-compPerfDD/benchmark/dfki/benchmarkdd/main.py 1 1 0 SensorStream 2000 HoeffdingTreeClassifier CDBD recent_samples_size 3906 feature_id 3 batch_size 5000 divergence str\(\'H\'\) detect_batch 2 statistic str\(\'tstat\'\) significance 0.999 subsets 9,3906,3,5000,str\(\'H\'\),2,str\(\'tstat\'\),0.999,9,0.08,548.0,0,,i7180,4730359,548.0,545.421875,500.4074150219298,-1.0,0.2863193890530403
